shot_id,shot_made_flag
1,0.5
8,0.03614847451811446
17,2.9986845710093326e-05
20,0.09982498674027183
33,1.4601361400137731e-05
34,0.053549175687861876
35,3.862924092017561e-06
36,6.391573916785056e-12
37,0.13563722999550257
38,8.867707640260313e-09
45,0.9980919253028268
50,0.00025234767391995184
55,0.018513102788545135
60,0.13052157710728762
66,0.024471905394361095
67,0.0012281337082507182
71,0.9995994139612931
80,0.03285135616432208
85,8.43342142407684e-06
86,2.2504728472592615e-05
95,0.8484754843464107
104,0.8638818054136195
113,0.6383262886646354
123,0.06490453714377646
126,0.9692530695784178
133,0.02405384542361546
141,0.028627365646493902
144,0.0006576064723481833
150,0.21694683512823504
152,0.17970634855015696
153,0.3057608464902342
156,0.01709360601830104
159,0.003697199699631354
165,0.13525800107978772
172,0.7311122610874671
182,0.8573637376642589
192,0.3338740085946755
193,0.22274134906171847
196,0.3249418223513336
202,0.09191479133576401
210,0.4360529586638559
211,0.47968802656578535
228,0.9090924426673925
257,0.31241386185196696
260,0.8820462383852945
264,0.8561432462672438
267,0.9120167128640452
279,0.9178039600708562
282,0.7517574953505355
293,0.331042184229738
299,0.9576812615118498
300,0.9553947215722894
301,0.9466550791708034
317,0.2823970173286259
327,0.2794978373553198
328,0.09508392587246484
335,0.06823346158124634
346,0.5207883745068296
348,0.06874557608310033
365,0.2856284447414326
390,0.580597061043846
391,0.6439685727775
392,0.4325094483784255
397,0.40687678491028223
418,0.5216574644767019
428,0.4135473127230238
434,0.900336907891148
439,0.563934746266221
440,0.5330583521899999
456,0.19408633264274527
459,0.6309010833576219
472,0.6545869107111593
480,0.3256064955272643
491,0.5630966275510585
497,0.4868304031622313
509,0.060583774833187276
511,0.2899958383696053
523,0.1712223919103041
533,3.542862212669014e-10
544,0.7443230802355634
546,0.6444568847312464
555,0.6534926644223057
558,1.0
560,0.802335181410332
573,0.21741709462007602
591,0.7089978804204741
596,0.5813352606630448
597,0.5839623786559556
601,0.9436284344726342
605,0.09411946214954417
617,0.31921001941427957
628,0.15086138914742522
634,0.8190297029574353
646,0.46519526097210895
649,0.7606569069023481
651,0.8070960329112464
654,0.8675920954177484
656,0.8996290837937264
657,0.9021367626378224
669,0.3846638212703018
670,0.9817389261517369
693,0.3751554698972984
694,0.3748431980515923
699,0.38810883553047765
711,0.4062001350895593
718,0.6027673897210134
722,0.2933347622383323
723,0.5076595652327248
725,0.9096356600790663
734,0.3507797398523448
735,0.7004216066289632
737,0.6938940345187902
746,0.21141971904421958
747,0.6942930920958348
766,0.3526620925587475
767,0.34799624527610523
771,0.3214914020854911
773,0.13405848928618136
774,0.40405691026902796
783,0.10010395495071166
784,0.2508921677142125
789,0.3276272442787895
792,0.5080638855000454
804,0.33632885856846106
809,0.5028661271812723
812,0.600841987616851
813,0.6106584669238393
817,0.2911073820194613
820,0.5087934998164357
825,0.5117798567486734
826,0.5860510052182921
829,0.5301622443663732
855,0.26383888466027144
859,0.7170392559115727
862,0.2595336267033867
870,0.30393336466015486
876,0.22326018727994673
880,0.2934500058274061
886,0.9432352889153058
889,0.8278479242773525
891,0.3936668418636691
897,0.9311945007638132
902,0.1866781304286819
903,0.14481070285727704
908,0.3811848685161392
909,0.30494294047966397
920,0.10079035667974322
922,0.8545820582623458
924,0.8637962470397318
932,0.1631440099774922
934,0.16839185341983817
937,0.3050588200575385
941,0.3210855970349369
943,0.942164426558708
950,0.45207365056745
952,0.2730766998012887
954,0.9047069115279347
963,0.2751071103886755
975,0.445267794928895
979,0.3232472093574172
981,0.4507166683918623
983,0.4409624815446424
985,0.5530967095061521
989,0.5073078454930399
995,0.7213395911329665
998,0.5643271633970656
1008,0.10164106053031656
1019,0.03237746377109466
1023,0.5082590362965825
1026,0.37178938422630314
1029,0.7877000234658745
1034,0.9248523715745294
1036,0.6810438018331201
1038,0.3504724300266462
1039,0.7629168268505979
1051,0.20740898723185258
1052,0.1048078224784321
1066,0.14168758887269509
1087,0.2470404715333416
1092,0.4467472672073733
1094,0.8610014501757973
1098,0.5570561217763327
1099,0.2113478297832811
1102,0.35019675003547424
1118,0.3307094193801556
1131,0.19313104315181137
1133,0.6179496522872227
1135,0.9380692823820016
1138,0.4129189716186705
1139,0.7691155226853351
1142,0.280242378135675
1151,0.5010432407140699
1152,0.3922850854191156
1155,0.7021009212702657
1165,0.386144859773545
1167,0.9111683127141044
1172,0.4626412703156893
1174,0.6282730177998752
1180,0.34855583969901366
1200,0.2931133268581068
1202,0.3159473820957364
1227,0.8326991835173484
1228,0.6122039061249526
1229,0.4574803522608394
1237,0.5075348634429608
1241,0.6307678898050538
1256,0.3244405263296321
1279,0.21453042473332123
1293,0.26927196887899557
1295,0.18247905187020166
1319,0.48157757014822467
1320,0.16060186347118757
1321,0.6890052356453144
1322,0.5543328027293789
1334,0.1217697092092193
1351,0.7285808724977163
1373,0.22703168075519337
1375,0.2819688388077011
1380,0.37080167445901147
1382,0.5079765305258646
1385,0.009093084172785211
1399,0.12062264520871058
1403,0.6286863080367574
1428,0.05646392617052544
1434,0.13028258926378028
1444,0.9042827943130582
1448,0.3545732224149012
1466,0.8369396719789005
1476,0.23532915472344101
1478,0.17469568476311356
1485,0.15678667429060605
1491,0.5118568456554146
1494,0.5954093907624889
1500,0.5187332091246337
1501,0.8716651255033446
1503,0.6134405926169689
1519,0.5942319389584106
1524,0.36369039558532246
1529,0.7606358190467093
1533,0.6110982660142419
1538,0.9824956945312687
1539,0.5832318838805081
1546,0.5355194077022752
1555,0.5909939316568592
1559,0.6080431735170613
1563,0.7126326752982649
1565,0.8148310962611598
1574,0.45520776831653287
1591,0.3950961330701646
1594,0.030741538162211167
1605,0.20991137385450134
1611,0.33954645484351165
1614,0.1707211226540647
1620,0.6431768901644097
1626,0.4612042262732725
1630,0.7171490823551828
1632,0.38792041832338764
1634,0.5405717433745433
1643,0.44800875507602617
1651,0.7563184856447264
1655,0.5638056645783032
1658,0.4408657871345753
1659,0.49811510675110854
1665,0.2910646944949291
1675,0.3729199638965772
1680,0.7340147885669001
1690,0.5595043899277262
1696,0.48585241585337136
1714,0.45231864037263203
1721,0.6546924749176084
1726,0.6393176653626645
