shot_id,shot_made_flag
22907,0.3428437586805544
22909,0.3331537899765602
22926,0.3646005890972183
22927,0.4101209349909053
22930,0.4642019888585571
22934,0.36351974555361594
22937,0.3574576093325781
22939,0.7449255919143526
22949,0.30973752807039134
22951,0.38681444532214815
22955,0.3273211021057921
22965,0.7621089582272877
22966,0.7231824076863692
22968,0.9686081936203902
22972,0.3612724579771578
22975,0.35666317836000455
22981,0.30957956995447694
22988,0.36345695114428195
22994,0.35248565393480513
22996,0.77675456499805
23011,0.7552292812843159
23028,0.39348069430405463
23031,0.374035531916098
23035,0.28951325483820345
23038,0.4542215139551624
23042,0.42590839324840435
23049,0.8008301898200899
23051,0.9656700396550976
23053,0.3095954955961816
23057,0.7669149363123121
23058,0.4034772717020217
23063,0.44371126544801837
23064,0.3158939060229721
23067,0.33780834762505635
23071,0.4245799762419256
23075,0.28310810214615506
23077,0.7875788618318136
23090,0.40247409096536335
23094,0.39961840988313585
23097,0.3866739956499151
23103,0.28316120551446394
23107,0.7346247679937712
23117,0.28126287810536976
23122,0.35832597768812746
23124,0.28375069093870936
23126,0.25050626718428687
23129,0.7573524215262402
23136,0.3483866799780537
23141,0.3241999448107388
23142,0.4336713682802081
23147,0.3927789193635495
23154,0.34734638111459887
23159,0.290939116855798
23165,0.34130767209099383
23171,0.6603980064101034
23173,0.18992676304929285
23175,0.2956398239358431
23179,0.9517941488175855
23182,0.7455362928110739
23185,0.3619158605213099
23188,0.29454458078423396
23189,0.2833691900548439
23209,0.28583218338299027
23214,0.20773288215178387
23215,0.3066137665736969
23233,0.3605429914984237
23241,0.35554922657082794
23252,0.3587103345410341
23255,0.35996239087018544
23263,0.3160346618566985
23281,0.3382302723846337
23282,0.33659369933970956
23289,0.23694414434912145
23292,0.2222926476875126
23296,0.4675888151241341
23297,0.3364707938263033
23301,0.30060559863099023
23302,0.36265490959681673
23304,0.28644292246001274
23309,0.31334781135377565
23312,0.3643413529987458
23316,0.4184317422877525
23321,0.34346136741313704
30034,0.27836266906531293
30041,0.23254359962155552
30044,0.33772175870070936
30058,0.19715799317879937
30061,0.38114651564044777
30064,0.42661264394846043
30065,0.49710432164096374
30069,0.3206190454816806
30074,0.42659385327430105
30076,0.1567183254382773
30080,0.2469696779486966
23342,0.32973690802019684
23344,0.2572443177696109
23350,0.3183632930144516
23367,0.721107024314263
23368,0.2894706556309992
23374,0.3328327240704316
23387,0.24465054158759852
23389,0.635872093660727
23399,0.729715139564128
23403,0.7269505690433536
23406,0.9619561677902576
23414,0.31688698284825284
23415,0.18512139494452992
23419,0.7328433821832324
23436,0.3203791128442845
23439,0.7425613989827435
23444,0.302047380498671
23445,0.2666891838124684
23455,0.21968470755315897
23469,0.27481426885222726
23472,0.17789880656893237
23477,0.2956109659297759
23478,0.6648680645165437
23479,0.2837549518355709
23487,0.30376943164206893
23490,0.3196258126246282
23491,0.71377060694722
23492,0.2868108949295808
23494,0.32328094076341624
23496,0.24357729264614214
23497,0.2760386634813746
23506,0.22995968738399777
23515,0.32611956142496784
23528,0.2573132599745218
23532,0.20244853409590957
23549,0.5192600297411136
23551,0.22113908109894645
23552,0.2052363409240447
23555,0.26845290113399195
23556,0.25839202291108593
23564,0.7364411828552786
23583,0.3803730082623328
23592,0.327975849608281
23597,0.9650416259269886
23601,0.29408737593438955
23605,0.7211347459719064
23615,0.27288615619730683
23619,0.31259646593225954
23621,0.9588307495520703
23626,0.6945751655801743
23635,0.3674456656454693
23637,0.3298439374460696
23640,0.28004677883893914
23646,0.23814578620178556
23655,0.2431625584716369
